player_name,team_name,passes,pass_danger
Mats Hummels,Borussia Dortmund,2349,0.031926845966238605
David Kinsombi,Eintracht Frankfurt,15,0.03173717512803862
Benjamin Henrichs,Bayer Leverkusen,237,0.03139475347723606
Per Ciljan Skjelbred,Hertha Berlin,1551,0.031224124141053626
Marco Russ,Eintracht Frankfurt,1021,0.031176026669078077
Nico Schulz,Hertha Berlin,7,0.031154707185909843
Assani Lukimya-Mulongoti,Werder Bremen,380,0.03094608677659505
Yanni Regäsel,Hertha Berlin,272,0.02997078129675243
Nico Elvedi,Borussia Mönchengladbach,1063,0.0297460058297053
Fabian Lukas Schär,Hoffenheim,888,0.029647686547844956
Jin-Su Kim,Hoffenheim,662,0.029519129158171155
Javier Martínez Aginaga,Bayern Munich,907,0.02947251099749208
Håvard Nordtveit,Borussia Mönchengladbach,1768,0.028914286268330383
Adam Hloušek,VfB Stuttgart,206,0.027683140194029576
Felipe Trevizan Martins,Hannover 96,28,0.02766228070208398
Gideon Jung,Hamburger SV,455,0.027401972877906893
Jannik Vestergaard,Werder Bremen,1292,0.026863585574271556
Alejandro Gálvez Jimena,Werder Bremen,513,0.026858872826099382
Martin Hinteregger,Borussia Mönchengladbach,414,0.02669604667628454
Ronaldo Aparecido Rodrigues,Wolfsburg,1790,0.02662776212606256
Frederik Hillesborg Sørensen,FC Köln,905,0.02633117234719108
Marvin Matip,Ingolstadt,1056,0.026254934194538376
Serdar Taşçı,Bayern Munich,194,0.02605318483952403
Jeffrey Gouweleeuw,Augsburg,511,0.025512023925344893
Ömer Toprak,Bayer Leverkusen,722,0.025506846909900426
Jonathan Tah,Bayer Leverkusen,1194,0.02540975404155734
Leon Aderemi Balogun,FSV Mainz 05,705,0.025409349433045996
Oliver Hüsing,Werder Bremen,1,0.025318553762692986
Slobodan Rajković,Darmstadt 98,212,0.025110819075133347
Neven Subotić,Borussia Dortmund,454,0.02509995376324709
Benjamin Hübner,Ingolstadt,720,0.02499164386502069
Carlos Antonio Ascues Ávila,Wolfsburg,6,0.024522953741574736
Alexander Milosevic,Hannover 96,340,0.024491755396480047
Dominique Heintz,FC Köln,1484,0.024362601902704072
Christian Schulz,Hannover 96,996,0.024290979844652703
Sokratis Papastathopoulos,Borussia Dortmund,1862,0.024180424632513266
Tony Jantschke,Borussia Mönchengladbach,607,0.024023284642598924
Medhi Amine El Mouttaqi Benatia,Bayern Munich,822,0.023857960081807933
Emir Spahić,Hamburger SV,1290,0.02381914858725175
Niklas Süle,Hoffenheim,1691,0.023477848159895974
Johan Danon Djourou-Gbadjere,Hamburger SV,1123,0.023287834640638966
Timo Baumgartl,VfB Stuttgart,688,0.02327477960458269
Roman Neustädter,Schalke 04,1418,0.023081523913825758
Cleber Janderson Pereira Reis,Hamburger SV,758,0.023065500906500145
Fabian Lustenberger,Hertha Berlin,1389,0.022984127480317147
Jan-Ingwer Callsen-Bracker,Augsburg,346,0.022926973341996185
Niklas Stark,Hertha Berlin,794,0.02289277619230283
Marvin Wanitzek,VfB Stuttgart,5,0.022662418681045574
Marcelo Antônio Guedes Filho,Hannover 96,922,0.022567670210275826
Kyriakos Papadopoulos,Bayer Leverkusen,381,0.02255951840651559
Jeong-Ho Hong,Augsburg,919,0.022466916733330743
Ørjan Håskjold Nyland,Ingolstadt,214,0.022409804240119974
Carlos Augusto Zambrano Ochandarte,Eintracht Frankfurt,920,0.02240874574786537
Timm Klose,Wolfsburg,485,0.022260397419640584
Ermin Bičakčić,Hoffenheim,760,0.022216636871553633
Georg Niedermeier,VfB Stuttgart,638,0.022189647278351207
Dante Bonfim da Costa Santos,Wolfsburg,1661,0.02173912530657227
Stefan Bell,FSV Mainz 05,1563,0.021701690086613143
Holger Badstuber,Bayern Munich,395,0.021658236209293996
Andreas Christensen,Borussia Mönchengladbach,1807,0.02160884503842359
Robin Knoche,Wolfsburg,608,0.021111502880135212
Sebastian Langkamp,Hertha Berlin,1190,0.020920882441843085
Florian Kohls,Hertha Berlin,3,0.020710415495033788
André Ramalho Silva,Bayer Leverkusen,612,0.020675376271770327
David Ángel Abraham,Eintracht Frankfurt,1104,0.020651958398320087
Kaan Ayhan,Eintracht Frankfurt,38,0.02063805505102315
Toni Šunjić,VfB Stuttgart,516,0.02060915976706259
Marvin Schulz,Borussia Mönchengladbach,267,0.020455782901957317
Álvaro Domínguez Soto,Borussia Mönchengladbach,302,0.020163806069386933
Niko Bungert,FSV Mainz 05,873,0.020150262767409572
John Anthony Brooks,Hertha Berlin,1211,0.020032688486451587
Ragnar Klavan,Augsburg,1501,0.020028184494468804
Christian Mathenia,Darmstadt 98,1067,0.019802995554785097
Takashi Inui,Eintracht Frankfurt,10,0.01949968550590766
Martin Stranzl,Borussia Mönchengladbach,119,0.019391214629014213
Dominik Maroh,FC Köln,1162,0.01934970988016544
Mike-Steven Bähre,Hannover 96,4,0.01901042052040452
Dante Bonfim da Costa Santos,Bayern Munich,17,0.01879053515783584
Odisseas Vlachodimos,VfB Stuttgart,60,0.01872308758093937
Alexander Hack,FSV Mainz 05,372,0.018658759292846768
Ramazan Özcan,Ingolstadt,1102,0.018264684143968903
Christoph Janker,Augsburg,150,0.018176531306988937
Roel Brouwers,Borussia Mönchengladbach,185,0.018167156824932994
Mërgim Mavraj,FC Köln,387,0.01779292940326293
Milos Veljkovic,Werder Bremen,18,0.017402378540777412
Dario Kresic,Bayer Leverkusen,18,0.016764826602902523
Łukasz Załuska,Darmstadt 98,32,0.016470697793229017
Matija Nastasić,Schalke 04,6,0.016269517470805073
Andreas Hirzel,Hamburger SV,21,0.016253798519477586
Jaroslav Drobný,Hamburger SV,314,0.01589990168375418
Federico Barba,VfB Stuttgart,75,0.01556015376923398
